Cell 1,Cell 2,Cell 3,Cell 4
4.84296178817749,4.839471817016602,4.828444004058838,4.829024791717529
4.8439507484436035,4.8394246101379395,4.828510284423828,4.8296732902526855
4.8444719314575195,4.838881969451904,4.828426361083984,4.831068515777588
4.84425163269043,4.839105129241943,4.828644275665283,4.831370830535889
4.843493938446045,4.839362144470215,4.828585147857666,4.83079719543457
4.8436994552612305,4.839245796203613,4.828615188598633,4.830406188964844
4.8421854972839355,4.838321208953857,4.827727317810059,4.828897476196289
4.84242582321167,4.838835716247559,4.827589511871338,4.8286848068237305
4.843250274658203,4.8388590812683105,4.8282952308654785,4.829255104064941
4.843276023864746,4.83853816986084,4.828360080718994,4.830294132232666
4.843181133270264,4.8393988609313965,4.828455924987793,4.830517292022705
4.841855049133301,4.838680744171143,4.826624870300293,4.829033851623535
4.842493057250977,4.838403224945068,4.826739311218262,4.829222202301025
4.844259262084961,4.8394341468811035,4.829468727111816,4.831118583679199
4.8449625968933105,4.840076923370361,4.830320358276367,4.8314666748046875
4.844820976257324,4.839986324310303,4.829599380493164,4.831265449523926
4.844208240509033,4.839305400848389,4.829138278961182,4.830747604370117
4.8429131507873535,4.8386688232421875,4.828259468078613,4.8296799659729
4.843029499053955,4.838406085968018,4.828094482421875,4.829322338104248
4.843267917633057,4.83818244934082,4.8270368576049805,4.829411506652832
4.843419075012207,4.838404178619385,4.827173233032227,4.829679012298584
4.843034744262695,4.838810443878174,4.826704978942871,4.829041481018066
4.8434062004089355,4.839494228363037,4.827803611755371,4.830087661743164
4.843992233276367,4.839714527130127,4.829079627990723,4.831076622009277
4.843379497528076,4.838599681854248,4.828415870666504,4.829787254333496
4.843690395355225,4.8379950523376465,4.828022480010986,4.829948425292969
4.844285011291504,4.839189529418945,4.829089164733887,4.830906391143799
4.8441481590271,4.8393683433532715,4.828921794891357,4.830970764160156
4.844409465789795,4.8402934074401855,4.830186367034912,4.83182954788208
4.842554092407227,4.839444637298584,4.828781604766846,4.829817295074463
4.8420796394348145,4.838531970977783,4.827932357788086,4.828388214111328
4.84253454208374,4.8384013175964355,4.827742099761963,4.829348564147949
4.8429179191589355,4.83847713470459,4.827923774719238,4.830208778381348
4.841935157775879,4.838754653930664,4.826955318450928,4.829621315002441
4.841945171356201,4.838035583496094,4.827053070068359,4.829777717590332
4.843202114105225,4.837827682495117,4.828083515167236,4.830039024353027
4.844630241394043,4.8395915031433105,4.830204010009766,4.831704616546631
4.843939304351807,4.839842319488525,4.829373836517334,4.8312506675720215
4.8421950340271,4.8384246826171875,4.82762336730957,4.829056262969971
4.8411664962768555,4.837559700012207,4.826849460601807,4.828037738800049
4.8407487869262695,4.837981700897217,4.826214790344238,4.828143119812012
4.843201160430908,4.839377403259277,4.827832221984863,4.830414295196533
4.843450546264648,4.839232444763184,4.828221321105957,4.830251693725586
4.843179225921631,4.839011192321777,4.8284173011779785,4.829704761505127
4.84293794631958,4.838528633117676,4.8279948234558105,4.829273700714111
4.842476844787598,4.837957859039307,4.827907085418701,4.828840255737305
4.843001365661621,4.8389201164245605,4.828416347503662,4.829455852508545
4.843355655670166,4.8389153480529785,4.8283305168151855,4.829310894012451
4.844393253326416,4.83911657333374,4.828769683837891,4.83036994934082
4.844486713409424,4.839593887329102,4.829662799835205,4.830323219299316
4.84378719329834,4.839722156524658,4.829433917999268,4.830026626586914
4.8443708419799805,4.839380741119385,4.829841136932373,4.83111572265625
4.843660354614258,4.8386054039001465,4.829026222229004,4.831249237060547
4.844444751739502,4.839118003845215,4.8292012214660645,4.831599712371826
4.845822334289551,4.840382099151611,4.829959869384766,4.832144260406494
4.8450751304626465,4.838990688323975,4.828639030456543,4.830912113189697
